id_employee,age,genre,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1172,35,M,Marié(e),Consulting,Consultant,6,10,8,0,4,2,3,2,3,3,Non,12.0,0,1,2,1,4,Transformation Digitale,Occasionnel,1,7
1173,24,M,Célibataire,Consulting,Consultant,8,6,4,3,4,3,2,4,3,4,Non,22.0,0,0,2,24,3,Transformation Digitale,Occasionnel,1,2
1175,28,F,Marié(e),Consulting,Consultant,1,1,1,1,3,3,4,4,2,3,Oui,11.0,1,0,4,12,1,Infra & Cloud,Occasionnel,0,0
1177,26,M,Marié(e),Consulting,Consultant,1,8,8,7,1,4,4,2,3,4,Non,22.0,0,1,2,3,4,Transformation Digitale,Occasionnel,0,7
1179,30,M,Marié(e),Commercial,Cadre Commercial,1,10,10,3,3,2,3,1,3,3,Non,18.0,0,1,3,10,3,Marketing,Occasionnel,1,4
1180,40,F,Marié(e),Consulting,Assistant de Direction,3,16,1,1,3,2,4,4,1,3,Oui,13.0,0,1,3,26,2,Transformation Digitale,Frequent,0,0
1182,35,M,Divorcé(e),Consulting,Tech Lead,2,15,7,7,3,2,2,2,4,3,Non,18.0,0,1,2,2,3,Infra & Cloud,Occasionnel,6,4
1184,34,M,Célibataire,Consulting,Manager,0,14,13,9,4,2,1,3,3,4,Non,20.0,0,0,3,1,3,Transformation Digitale,Frequent,4,9
1185,35,M,Marié(e),Consulting,Consultant,1,2,2,2,4,2,4,2,4,3,Non,13.0,0,1,2,4,4,Autre,Frequent,2,2
1188,43,F,Célibataire,Commercial,Cadre Commercial,8,7,4,3,1,1,3,2,2,3,Non,13.0,1,0,2,9,3,Marketing,Occasionnel,1,3
1190,32,F,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,3,3,3,Non,12.0,0,3,3,2,1,Infra & Cloud,Aucun,0,0
1191,56,F,Divorcé(e),Consulting,Senior Manager,4,28,5,2,4,3,1,4,3,3,Non,13.0,0,1,2,4,4,Entrepreunariat,Occasionnel,4,2
1192,29,F,Marié(e),Consulting,Consultant,1,10,10,8,2,3,4,1,3,3,Non,13.0,0,1,5,6,1,Transformation Digitale,Occasionnel,0,8
1193,19,M,Célibataire,Consulting,Assistant de Direction,1,1,1,1,3,3,1,3,3,4,Non,25.0,0,0,4,9,2,Infra & Cloud,Occasionnel,0,0
1195,45,F,Marié(e),Consulting,Assistant de Direction,4,7,3,2,1,3,3,3,2,3,Oui,19.0,0,1,2,7,3,Transformation Digitale,Occasionnel,0,2
1196,37,F,Marié(e),Consulting,Tech Lead,1,14,14,8,4,2,4,2,2,3,Non,13.0,0,1,2,1,3,Infra & Cloud,Occasionnel,3,11
1198,20,M,Célibataire,Consulting,Consultant,1,2,2,2,1,2,3,1,2,3,Non,12.0,0,0,2,3,3,Infra & Cloud,Occasionnel,1,2
1200,44,M,Célibataire,Consulting,Assistant de Direction,1,6,6,4,3,3,3,3,3,3,Oui,11.0,1,0,4,10,4,Infra & Cloud,Occasionnel,0,2
1201,53,F,Divorcé(e),Consulting,Senior Manager,3,26,7,7,4,3,3,2,3,3,Non,18.0,0,1,6,7,2,Transformation Digitale,Occasionnel,4,7
1202,29,F,Marié(e),Consulting,Assistant de Direction,0,6,5,4,2,1,4,1,2,3,Oui,18.0,0,1,2,15,1,Infra & Cloud,Occasionnel,1,3
1203,22,M,Marié(e),Consulting,Assistant de Direction,0,1,0,0,3,2,4,2,3,3,Oui,11.0,1,1,5,3,4,Infra & Cloud,Frequent,0,0
1204,46,F,Marié(e),Commercial,Senior Manager,8,28,26,15,3,3,1,1,3,4,Non,23.0,0,0,2,2,3,Marketing,Occasionnel,15,9
1206,44,M,Célibataire,Consulting,Assistant de Direction,2,6,0,0,4,1,3,4,3,3,Non,13.0,0,0,3,17,3,Infra & Cloud,Aucun,0,0
1207,33,M,Marié(e),Ressources Humaines,Ressources Humaines,1,5,5,4,2,3,3,4,3,3,Non,13.0,0,1,2,2,3,Ressources Humaines,Occasionnel,1,4
1210,41,M,Divorcé(e),Consulting,Assistant de Direction,6,5,1,0,1,2,1,1,1,3,Non,17.0,1,1,2,5,2,Infra & Cloud,Aucun,0,0
1211,30,M,Divorcé(e),Commercial,Cadre Commercial,8,8,4,3,3,3,1,3,3,3,Non,19.0,0,3,3,29,4,Infra & Cloud,Occasionnel,0,3
1212,40,M,Marié(e),Commercial,Cadre Commercial,5,5,0,0,2,3,2,4,3,3,Non,12.0,0,3,2,2,4,Transformation Digitale,Frequent,0,0
1215,50,F,Marié(e),Consulting,Senior Manager,2,32,2,2,4,3,1,3,3,4,Non,22.0,0,1,3,2,3,Transformation Digitale,Frequent,2,2
1216,28,M,Marié(e),Consulting,Consultant,1,6,6,5,4,2,1,3,3,3,Non,12.0,0,3,2,19,4,Transformation Digitale,Occasionnel,3,3
1217,46,M,Marié(e),Consulting,Directeur Technique,5,25,4,2,4,3,2,1,3,3,Non,11.0,0,1,2,15,2,Infra & Cloud,Occasionnel,0,3
1218,35,M,Marié(e),Commercial,Cadre Commercial,3,15,7,7,3,3,1,4,3,3,Oui,15.0,0,3,2,17,4,Infra & Cloud,Occasionnel,1,7
1219,24,F,Marié(e),Consulting,Consultant,1,1,1,0,4,3,2,1,1,3,Non,13.0,1,1,3,17,2,Infra & Cloud,Occasionnel,0,0
1220,33,F,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,3,3,1,2,3,Non,12.0,0,1,3,25,3,Transformation Digitale,Frequent,0,1
1221,36,M,Divorcé(e),Consulting,Consultant,1,7,7,7,3,1,3,3,3,3,Non,14.0,0,1,4,6,4,Infra & Cloud,Occasionnel,1,7
1224,30,M,Divorcé(e),Consulting,Consultant,1,10,10,7,3,3,3,1,2,3,Non,13.0,0,3,4,7,4,Infra & Cloud,Occasionnel,8,9
1225,44,M,Célibataire,Consulting,Assistant de Direction,1,20,20,11,4,3,4,2,3,4,Non,25.0,0,0,3,29,4,Autre,Occasionnel,13,17
1226,20,M,Célibataire,Commercial,Représentant Commercial,1,2,2,1,3,4,4,4,3,3,Non,17.0,0,0,2,21,3,Marketing,Occasionnel,2,2
1228,46,M,Divorcé(e),Consulting,Tech Lead,2,12,6,3,4,3,4,3,2,3,Non,11.0,0,1,3,2,4,Entrepreunariat,Occasionnel,1,4
1231,42,M,Marié(e),Ressources Humaines,Ressources Humaines,7,10,4,3,4,4,1,1,4,3,Non,16.0,0,1,3,2,5,Transformation Digitale,Aucun,0,3
1233,60,M,Divorcé(e),Commercial,Cadre Commercial,0,12,11,7,2,4,4,2,3,3,Oui,18.0,0,1,3,7,4,Marketing,Occasionnel,1,9
1234,32,F,Marié(e),Consulting,Consultant,1,2,2,2,3,2,2,3,3,4,Non,20.0,0,1,2,13,3,Autre,Frequent,2,2
1235,32,F,Célibataire,Consulting,Assistant de Direction,4,10,8,7,4,3,3,4,3,3,Oui,14.0,0,0,2,2,2,Infra & Cloud,Frequent,0,7
1237,36,F,Divorcé(e),Consulting,Tech Lead,2,17,7,7,3,1,1,3,3,4,Oui,21.0,0,1,2,1,3,Entrepreunariat,Occasionnel,7,7
1238,33,M,Marié(e),Consulting,Assistant de Direction,0,15,14,10,1,3,4,2,3,3,Non,13.0,0,1,5,9,3,Transformation Digitale,Occasionnel,4,10
1239,40,F,Divorcé(e),Commercial,Cadre Commercial,7,7,5,1,2,2,2,2,4,3,Non,12.0,0,1,2,10,3,Entrepreunariat,Occasionnel,1,3
1240,25,M,Célibataire,Commercial,Cadre Commercial,0,5,4,3,3,3,4,2,3,3,Non,14.0,0,0,4,10,4,Infra & Cloud,Occasionnel,1,1
1241,30,M,Marié(e),Consulting,Assistant de Direction,0,12,11,9,4,3,2,1,3,4,Oui,21.0,0,1,2,1,3,Transformation Digitale,Occasionnel,5,7
1242,42,F,Marié(e),Consulting,Directeur Technique,3,20,1,0,1,3,1,3,3,3,Oui,17.0,0,0,6,26,5,Transformation Digitale,Frequent,0,0
1243,35,F,Marié(e),Commercial,Cadre Commercial,4,16,13,2,3,2,4,2,2,3,Oui,11.0,0,1,6,8,2,Marketing,Aucun,4,12
1244,27,M,Marié(e),Consulting,Assistant de Direction,1,9,9,7,1,3,1,4,2,3,Oui,14.0,0,2,3,14,3,Infra & Cloud,Occasionnel,6,8
1245,54,F,Divorcé(e),Consulting,Tech Lead,7,33,5,4,4,3,3,1,1,3,Non,17.0,0,1,2,1,4,Infra & Cloud,Frequent,1,4
1246,44,F,Marié(e),Consulting,Assistant de Direction,1,10,10,5,1,4,4,4,3,3,Non,13.0,0,1,5,2,1,Infra & Cloud,Occasionnel,7,7
1248,19,F,Célibataire,Consulting,Assistant de Direction,1,1,1,1,1,2,2,2,4,4,Oui,25.0,1,0,2,10,3,Transformation Digitale,Aucun,0,0
1249,29,F,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,4,1,3,3,Non,15.0,0,3,5,1,3,Infra & Cloud,Occasionnel,1,2
1250,54,M,Marié(e),Consulting,Directeur Technique,3,36,10,9,4,3,4,1,3,3,Non,14.0,0,0,2,3,3,Infra & Cloud,Occasionnel,0,9
1251,31,M,Marié(e),Consulting,Manager,1,6,6,5,3,3,1,4,2,3,Oui,12.0,0,0,2,11,2,Transformation Digitale,Occasionnel,0,1
1252,31,F,Célibataire,Consulting,Manager,1,10,10,9,3,2,1,2,3,3,Non,19.0,0,0,2,24,3,Transformation Digitale,Occasionnel,1,8
1254,59,F,Célibataire,Commercial,Cadre Commercial,5,13,6,1,3,2,4,4,3,3,Non,17.0,0,0,2,3,3,Infra & Cloud,Occasionnel,0,5
1255,43,M,Marié(e),Consulting,Directeur Technique,3,25,8,7,3,1,4,2,3,3,Non,14.0,0,1,2,3,3,Infra & Cloud,Occasionnel,0,7
1256,49,M,Marié(e),Consulting,Senior Manager,2,23,1,0,1,2,3,3,4,3,Non,13.0,0,1,2,4,2,Transformation Digitale,Occasionnel,0,0
1257,36,M,Marié(e),Consulting,Assistant de Direction,1,12,11,10,3,3,2,3,2,3,Non,12.0,0,0,2,3,3,Entrepreunariat,Frequent,0,7
1258,48,M,Célibataire,Consulting,Consultant,5,7,1,0,4,4,2,3,2,3,Non,11.0,0,0,4,2,2,Entrepreunariat,Occasionnel,0,0
1259,27,M,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,3,3,2,3,3,Non,11.0,0,3,2,4,2,Infra & Cloud,Occasionnel,0,3
1260,29,M,Divorcé(e),Consulting,Manager,1,6,6,0,3,3,4,2,3,3,Oui,11.0,0,2,2,7,3,Infra & Cloud,Occasionnel,1,0
1263,48,M,Célibataire,Consulting,Directeur Technique,6,25,1,0,4,2,4,3,4,3,Non,12.0,0,0,3,1,3,Infra & Cloud,Occasionnel,0,0
1264,29,F,Divorcé(e),Consulting,Directeur Technique,3,9,7,7,4,2,4,2,2,3,Non,14.0,0,2,2,1,3,Infra & Cloud,Occasionnel,1,7
1265,34,F,Marié(e),Consulting,Assistant de Direction,0,2,1,0,3,4,3,4,2,3,Non,17.0,0,0,5,20,3,Entrepreunariat,Occasionnel,0,0
1267,44,M,Marié(e),Commercial,Senior Manager,7,26,22,9,2,3,2,3,3,3,Non,11.0,0,1,5,5,3,Marketing,Occasionnel,3,10
1268,33,M,Divorcé(e),Commercial,Cadre Commercial,0,10,9,8,4,4,3,4,3,3,Oui,14.0,0,2,3,10,5,Marketing,Occasionnel,0,8
1269,19,F,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,4,4,4,3,3,Oui,12.0,0,0,2,25,3,Infra & Cloud,Occasionnel,0,1
1270,23,M,Marié(e),Consulting,Assistant de Direction,1,1,1,0,4,3,3,4,3,4,Non,22.0,0,1,2,1,2,Infra & Cloud,Occasionnel,0,1
1273,25,M,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,1,4,4,3,3,Oui,14.0,1,0,4,24,1,Infra & Cloud,Frequent,1,0
1275,26,M,Célibataire,Consulting,Assistant de Direction,1,8,8,5,3,3,4,2,2,4,Oui,20.0,0,0,2,4,2,Infra & Cloud,Occasionnel,2,2
1277,45,F,Célibataire,Commercial,Senior Manager,2,26,24,10,1,1,2,1,3,3,Oui,16.0,1,0,2,2,3,Marketing,Occasionnel,1,11
1278,55,M,Divorcé(e),Consulting,Manager,1,34,33,9,4,2,2,4,3,3,Oui,15.0,0,1,3,8,1,Transformation Digitale,Aucun,15,0
1279,21,F,Célibataire,Consulting,Consultant,1,2,2,2,1,2,3,3,1,4,Non,20.0,1,0,2,10,2,Infra & Cloud,Frequent,2,2
1280,46,F,Marié(e),Commercial,Senior Manager,2,26,11,4,4,2,2,3,3,3,Non,14.0,0,1,2,4,2,Marketing,Occasionnel,0,8
1281,34,F,Célibataire,Commercial,Cadre Commercial,0,4,3,2,3,3,1,4,3,3,Oui,12.0,0,0,3,2,3,Marketing,Occasionnel,0,2
1282,51,M,Divorcé(e),Commercial,Senior Manager,4,31,29,10,4,3,2,1,2,4,Oui,24.0,0,1,5,9,3,Infra & Cloud,Frequent,11,10
1283,59,M,Célibataire,Consulting,Tech Lead,6,25,9,7,4,3,4,4,2,3,Non,12.0,0,0,6,18,4,Transformation Digitale,Occasionnel,5,4
1285,34,F,Divorcé(e),Consulting,Consultant,4,15,11,8,3,3,2,3,4,3,Non,13.0,0,2,2,19,3,Transformation Digitale,Frequent,5,10
1286,28,M,Célibataire,Consulting,Consultant,0,5,4,2,4,3,3,3,2,3,Oui,11.0,0,0,2,1,4,Transformation Digitale,Frequent,0,2
1288,44,M,Divorcé(e),Consulting,Senior Manager,1,26,25,9,3,4,1,4,2,3,Non,14.0,0,2,4,4,2,Infra & Cloud,Occasionnel,14,13
1289,34,M,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,9,3,2,2,4,4,3,Non,11.0,0,2,5,11,3,Infra & Cloud,Frequent,1,8
1291,35,M,Marié(e),Consulting,Assistant de Direction,0,4,3,2,3,3,3,4,3,3,Oui,14.0,0,0,3,6,1,Infra & Cloud,Occasionnel,2,2
1292,42,F,Marié(e),Consulting,Assistant de Direction,6,18,1,0,2,4,2,4,3,3,Oui,16.0,0,0,2,7,4,Transformation Digitale,Occasionnel,0,0
1293,43,F,Célibataire,Commercial,Cadre Commercial,3,23,21,7,4,2,4,4,4,3,Non,14.0,0,0,3,4,4,Marketing,Occasionnel,15,17
1294,36,F,Célibataire,Consulting,Tech Lead,9,18,16,14,3,3,2,4,3,3,Oui,11.0,0,0,2,2,4,Infra & Cloud,Occasionnel,5,12
1295,44,F,Marié(e),Consulting,Manager,1,10,10,7,1,3,4,4,3,3,Non,11.0,1,1,2,15,3,Transformation Digitale,Occasionnel,0,5
1296,28,M,Marié(e),Consulting,Consultant,1,2,2,2,4,2,4,2,3,3,Oui,12.0,0,1,2,2,3,Infra & Cloud,Frequent,2,2
1297,51,F,Célibataire,Consulting,Consultant,0,8,7,0,2,2,3,2,2,3,Non,14.0,0,0,6,6,2,Transformation Digitale,Frequent,7,7
1298,30,F,Célibataire,Consulting,Tech Lead,7,10,8,4,3,3,3,3,3,3,Oui,18.0,0,0,3,9,2,Transformation Digitale,Aucun,1,7
1299,29,F,Divorcé(e),Consulting,Consultant,3,10,7,7,2,3,3,1,3,3,Oui,13.0,1,2,2,7,3,Entrepreunariat,Occasionnel,7,7
1301,28,M,Célibataire,Consulting,Assistant de Direction,2,5,3,2,4,3,1,2,2,3,Non,11.0,0,0,2,1,3,Entrepreunariat,Occasionnel,1,2
1303,25,F,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,3,2,4,2,3,Non,18.0,0,0,3,1,3,Transformation Digitale,Occasionnel,2,1
1304,32,M,Marié(e),Commercial,Cadre Commercial,1,10,10,7,3,4,4,3,4,3,Non,15.0,0,2,4,8,3,Transformation Digitale,Occasionnel,0,8
1306,45,F,Célibataire,Consulting,Senior Manager,3,22,0,0,2,3,2,3,3,4,Non,22.0,0,0,4,25,3,Transformation Digitale,Frequent,0,0
1307,39,F,Divorcé(e),Consulting,Senior Manager,6,21,19,9,3,2,2,4,3,3,Oui,13.0,0,2,4,13,4,Transformation Digitale,Occasionnel,15,2
1308,58,M,Divorcé(e),Consulting,Assistant de Direction,1,2,2,2,1,3,3,4,3,3,Non,12.0,0,2,3,23,4,Infra & Cloud,Occasionnel,2,2
1309,32,M,Marié(e),Consulting,Consultant,1,10,10,4,4,3,3,1,3,3,Non,18.0,1,1,3,7,2,Infra & Cloud,Occasionnel,1,1
1310,39,M,Célibataire,Consulting,Assistant de Direction,0,6,5,2,3,3,1,1,3,3,Non,13.0,1,0,2,23,3,Transformation Digitale,Occasionnel,0,3
1311,30,F,Marié(e),Consulting,Consultant,0,10,9,2,1,2,4,1,3,3,Non,12.0,0,1,6,6,3,Entrepreunariat,Occasionnel,6,7
1312,36,F,Marié(e),Consulting,Manager,3,10,7,7,4,3,3,1,3,3,Non,12.0,0,0,0,10,4,Entrepreunariat,Occasionnel,1,7
1314,46,F,Célibataire,Ressources Humaines,Ressources Humaines,6,10,7,6,4,3,1,3,4,3,Non,12.0,0,0,3,1,2,Infra & Cloud,Occasionnel,5,7
1315,28,F,Marié(e),Consulting,Consultant,0,10,9,8,3,1,4,1,3,3,Non,11.0,0,3,6,1,3,Infra & Cloud,Aucun,7,5
1317,50,F,Marié(e),Consulting,Directeur Technique,4,25,3,2,4,3,1,2,3,3,Oui,11.0,0,0,2,28,3,Infra & Cloud,Occasionnel,1,2
1318,40,M,Célibataire,Commercial,Cadre Commercial,2,9,5,4,4,2,2,3,3,3,Oui,12.0,1,0,2,25,4,Marketing,Occasionnel,1,0
1319,52,M,Célibataire,Commercial,Cadre Commercial,9,10,8,7,2,3,2,3,2,3,Oui,19.0,1,0,2,5,3,Infra & Cloud,Occasionnel,7,7
1321,30,F,Marié(e),Consulting,Senior Manager,1,9,9,1,2,3,1,4,3,4,Oui,23.0,0,2,2,17,4,Transformation Digitale,Occasionnel,0,8
1322,39,M,Célibataire,Consulting,Tech Lead,0,9,8,7,1,3,3,1,3,3,Non,11.0,0,0,6,18,2,Infra & Cloud,Occasionnel,1,7
1324,31,F,Divorcé(e),Commercial,Cadre Commercial,1,10,10,8,4,3,3,1,2,3,Oui,19.0,0,1,5,2,4,Infra & Cloud,Aucun,9,6
1329,41,M,Célibataire,Commercial,Cadre Commercial,1,19,19,2,3,1,2,1,3,3,Non,13.0,0,0,4,10,2,Transformation Digitale,Aucun,11,9
1331,31,F,Célibataire,Commercial,Représentant Commercial,1,3,3,2,4,3,2,1,4,3,Oui,11.0,1,0,2,1,3,Infra & Cloud,Frequent,2,2
1333,44,M,Marié(e),Consulting,Consultant,4,10,3,2,1,3,1,3,4,3,Non,12.0,1,0,4,3,3,Infra & Cloud,Occasionnel,1,2
1334,42,M,Marié(e),Consulting,Senior Manager,0,21,20,8,3,3,3,4,2,3,Oui,13.0,0,0,3,2,1,Infra & Cloud,Aucun,2,10
1336,55,F,Marié(e),Consulting,Senior Manager,4,23,19,9,4,1,3,4,3,3,Non,14.0,0,1,5,2,2,Transformation Digitale,Occasionnel,9,11
1338,56,M,Célibataire,Ressources Humaines,Senior Manager,6,36,7,3,4,3,2,1,3,3,Non,14.0,0,0,4,8,4,Infra & Cloud,Occasionnel,7,7
1340,40,M,Divorcé(e),Consulting,Assistant de Direction,9,6,4,2,3,3,3,2,3,3,Non,16.0,0,1,0,16,2,Infra & Cloud,Aucun,0,0
1344,34,M,Divorcé(e),Consulting,Manager,0,10,9,7,4,3,4,4,2,3,Non,11.0,0,1,0,9,3,Infra & Cloud,Occasionnel,1,6
1346,40,M,Célibataire,Consulting,Assistant de Direction,1,9,9,8,3,3,4,3,3,3,Non,13.0,0,0,4,2,3,Infra & Cloud,Occasionnel,8,8
1349,41,F,Divorcé(e),Commercial,Cadre Commercial,0,10,9,3,3,3,1,4,3,3,Non,17.0,0,1,2,1,3,Marketing,Frequent,1,7
1350,35,M,Célibataire,Consulting,Assistant de Direction,1,9,9,6,3,3,3,2,3,3,Oui,11.0,0,0,3,4,4,Infra & Cloud,Frequent,1,1
1352,51,M,Divorcé(e),Ressources Humaines,Senior Manager,1,33,33,9,3,3,2,2,3,3,Oui,11.0,0,1,2,5,3,Infra & Cloud,Occasionnel,0,10
1355,38,F,Divorcé(e),Commercial,Cadre Commercial,3,11,7,7,2,3,1,4,3,3,Non,15.0,0,1,3,2,2,Infra & Cloud,Occasionnel,1,7
1356,34,F,Célibataire,Commercial,Cadre Commercial,1,10,10,8,3,3,1,4,4,3,Non,12.0,0,0,6,15,2,Transformation Digitale,Occasionnel,9,6
1358,25,M,Marié(e),Consulting,Consultant,3,7,3,2,4,3,4,3,2,3,Non,11.0,0,3,6,19,1,Transformation Digitale,Occasionnel,1,2
1360,58,F,Marié(e),Consulting,Tech Lead,7,31,10,9,3,2,1,4,2,3,Oui,14.0,1,0,0,7,4,Transformation Digitale,Occasionnel,5,9
1361,40,M,Marié(e),Consulting,Consultant,3,7,4,2,2,3,2,3,3,4,Non,22.0,0,1,3,1,4,Infra & Cloud,Occasionnel,0,3
1362,36,F,Marié(e),Commercial,Cadre Commercial,2,17,15,7,1,4,1,4,2,3,Non,16.0,0,1,2,7,3,Marketing,Frequent,6,13
1363,48,M,Célibataire,Consulting,Tech Lead,1,11,10,9,4,3,4,3,3,3,Non,11.0,0,0,2,4,3,Infra & Cloud,Occasionnel,0,8
1364,27,F,Marié(e),Commercial,Représentant Commercial,8,5,1,0,3,4,4,2,3,3,Non,14.0,0,1,4,11,3,Transformation Digitale,Occasionnel,0,0
1367,51,F,Célibataire,Consulting,Tech Lead,3,29,5,2,4,2,2,2,2,3,Non,16.0,0,0,1,11,2,Entrepreunariat,Occasionnel,0,3
1368,18,F,Célibataire,Consulting,Consultant,1,0,0,0,4,3,4,3,4,3,Non,15.0,0,0,5,1,3,Infra & Cloud,Aucun,0,0
1369,35,F,Marié(e),Consulting,Consultant,0,10,9,7,4,2,4,2,3,3,Non,12.0,0,1,0,1,3,Transformation Digitale,Occasionnel,0,0
1371,27,M,Célibataire,Commercial,Cadre Commercial,3,8,6,2,4,1,4,2,3,4,Non,20.0,0,0,3,2,1,Infra & Cloud,Frequent,0,0
1372,55,M,Célibataire,Commercial,Cadre Commercial,6,24,19,7,1,4,3,3,2,3,Oui,17.0,1,0,2,13,4,Marketing,Occasionnel,3,8
1373,56,M,Marié(e),Consulting,Tech Lead,4,33,19,16,4,3,2,1,3,3,Oui,12.0,0,1,0,23,3,Infra & Cloud,Occasionnel,15,9
1374,34,F,Divorcé(e),Consulting,Assistant de Direction,1,5,5,4,1,2,3,3,3,4,Non,20.0,0,3,2,26,1,Entrepreunariat,Aucun,0,0
1375,40,F,Divorcé(e),Consulting,Manager,5,15,12,11,2,4,3,2,3,4,Non,20.0,0,3,0,2,1,Transformation Digitale,Occasionnel,11,8
1377,34,M,Marié(e),Consulting,Consultant,4,10,8,7,2,3,3,1,3,3,Non,13.0,0,2,1,29,3,Transformation Digitale,Occasionnel,7,7
1379,31,F,Célibataire,Commercial,Représentant Commercial,7,3,1,0,3,2,4,3,4,3,Non,14.0,1,0,3,2,3,Infra & Cloud,Frequent,0,0
1380,35,F,Marié(e),Commercial,Cadre Commercial,0,5,4,2,4,3,3,3,2,3,Oui,18.0,1,1,0,18,4,Marketing,Frequent,3,2
1382,38,M,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,4,4,3,4,3,3,Non,11.0,0,3,2,7,3,Infra & Cloud,Frequent,0,3
1383,34,F,Célibataire,Consulting,Manager,1,14,14,11,3,3,4,4,4,3,Non,11.0,0,0,2,2,4,Entrepreunariat,Occasionnel,4,11
1387,28,M,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,2,1,3,3,3,Non,11.0,0,1,0,26,3,Infra & Cloud,Occasionnel,0,4
1389,31,M,Marié(e),Consulting,Tech Lead,1,10,10,2,4,3,3,4,2,3,Oui,15.0,1,2,3,22,4,Transformation Digitale,Occasionnel,6,7
1390,39,M,Marié(e),Commercial,Cadre Commercial,3,8,5,4,1,2,4,4,4,3,Oui,12.0,0,2,2,21,4,Infra & Cloud,Occasionnel,1,4
1391,51,M,Marié(e),Commercial,Cadre Commercial,2,14,4,2,2,3,2,2,3,3,Non,11.0,0,0,5,2,3,Marketing,Frequent,3,2
1392,41,F,Divorcé(e),Consulting,Assistant de Direction,3,12,6,2,4,3,4,1,2,3,Oui,14.0,0,2,4,22,3,Infra & Cloud,Frequent,3,3
1394,37,M,Marié(e),Consulting,Assistant de Direction,7,8,6,4,3,3,3,4,3,3,Oui,15.0,0,0,2,4,1,Infra & Cloud,Occasionnel,1,3
1395,33,M,Marié(e),Commercial,Cadre Commercial,6,8,5,4,2,3,4,1,4,3,Non,13.0,0,0,2,5,1,Infra & Cloud,Frequent,1,2
1396,32,M,Marié(e),Commercial,Cadre Commercial,0,4,3,2,3,3,2,1,2,3,Oui,13.0,0,3,3,2,1,Marketing,Occasionnel,1,2
1397,39,M,Marié(e),Consulting,Manager,3,13,6,4,3,3,3,2,3,4,Non,21.0,0,1,2,25,2,Infra & Cloud,Aucun,0,5
1399,25,M,Marié(e),Commercial,Cadre Commercial,2,6,3,2,1,4,3,2,2,3,Non,11.0,0,0,3,18,1,Infra & Cloud,Occasionnel,1,2
1401,52,F,Marié(e),Consulting,Tech Lead,2,24,5,3,4,4,3,2,2,3,Oui,11.0,0,1,3,28,2,Transformation Digitale,Frequent,0,2
1402,43,F,Célibataire,Consulting,Assistant de Direction,1,20,20,7,1,2,3,1,1,3,Oui,14.0,0,0,3,6,3,Transformation Digitale,Occasionnel,1,8
1403,27,F,Marié(e),Commercial,Cadre Commercial,1,6,6,2,4,2,4,4,3,3,Oui,11.0,0,0,3,10,3,Marketing,Occasionnel,4,4
1405,27,F,Célibataire,Consulting,Assistant de Direction,1,8,8,2,4,3,3,4,3,3,Oui,13.0,1,0,2,17,4,Infra & Cloud,Occasionnel,7,7
1407,26,M,Célibataire,Consulting,Assistant de Direction,0,5,4,3,1,2,4,4,3,3,Non,12.0,0,0,2,2,1,Transformation Digitale,Occasionnel,1,1
1408,42,F,Marié(e),Ressources Humaines,Senior Manager,0,21,20,7,3,3,1,3,3,3,Non,14.0,0,1,5,10,3,Ressources Humaines,Occasionnel,0,9
1409,52,F,Marié(e),Consulting,Consultant,9,12,5,4,3,3,1,3,1,3,Non,13.0,0,0,2,8,4,Autre,Occasionnel,0,4
1411,37,F,Célibataire,Consulting,Consultant,4,8,3,2,1,3,3,1,3,3,Non,18.0,0,0,6,11,3,Transformation Digitale,Occasionnel,0,2
1412,35,M,Célibataire,Consulting,Tech Lead,2,10,2,2,3,3,4,3,3,3,Non,11.0,0,0,2,18,2,Infra & Cloud,Frequent,2,2
1415,25,M,Marié(e),Consulting,Consultant,4,7,3,2,1,3,4,2,2,3,Non,11.0,0,1,2,1,3,Entrepreunariat,Occasionnel,0,2
1417,26,M,Célibataire,Consulting,Consultant,0,8,7,7,3,4,1,4,3,3,Non,12.0,0,0,2,7,3,Autre,Occasionnel,0,7
1419,29,M,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,9,2,2,1,1,2,3,Non,13.0,0,0,3,17,3,Autre,Occasionnel,0,9
1420,49,M,Célibataire,Consulting,Consultant,3,20,4,3,1,2,1,1,3,4,Non,20.0,1,0,2,28,2,Infra & Cloud,Frequent,1,3
